,SO2,CO,PM10,NO2,O3,PM2.5
2023-02-22 19:00:00,11.4389473684211,200.788421052632,,22.4585964912281,11.0057894736842,
2023-02-22 20:00:00,12.3540677966102,213.289491525424,,22.9442372881356,10.8049152542373,
2023-02-24 21:00:00,11.2522950819672,194.57737704918,,23.0160655737705,11.1436065573771,
2023-02-24 22:00:00,10.8288333333333,187.954666666667,,22.4281666666667,11.2391666666667,
2023-02-24 23:00:00,11.5074576271186,196.138813559322,,22.3664406779661,10.806779661017,
2023-02-25 00:00:00,11.1086440677966,198.48813559322,,21.6652542372881,11.1518644067797,
2023-02-25 01:00:00,11.9181034482759,200.485689655173,,20.278275862069,9.27413793103449,
2023-02-25 02:00:00,17.6471153846154,223.04,,18.6348076923077,5.89576923076923,
2023-02-25 03:00:00,21.6895918367347,294.285510204082,,18.7655102040816,4.79673469387755,
2023-02-25 04:00:00,13.5236538461538,290.865,,22.4388461538462,10.3873076923077,
2023-02-25 05:00:00,8.43169811320755,213.396037735849,,24.0562264150943,13.4494339622642,
2023-02-25 06:00:00,10.1823214285714,208.245535714286,,23.0833928571429,12.6480357142857,
2023-02-25 07:00:00,10.331052631579,229.577192982456,,22.7473684210526,12.4235087719298,
2023-02-25 08:00:00,9.85576271186441,220.336949152542,,21.578813559322,12.9762711864407,
2023-02-25 09:00:00,12.8879166666667,235.031875,,20.2425,10.366875,
2023-02-25 10:00:00,15.9493103448276,282.364137931034,,21.24,9.78810344827586,
2023-02-25 11:00:00,15.4594444444445,236.832962962963,,16.8114814814815,9.22981481481482,
2023-02-25 12:00:00,11.2369090909091,272.958545454546,,23.2834545454545,12.316,
2023-02-25 13:00:00,11.8035416666667,259.627291666667,,24.4520833333333,12.6866666666667,
2023-02-25 14:00:00,10.7572093023256,233.396744186047,,21.9346511627907,12.4011627906977,
2023-02-25 15:00:00,10.7805882352941,183.032647058824,,19.6726470588235,12.5705882352941,
2023-02-25 16:00:00,10.2582608695652,180.114347826087,,20.4373913043478,13.1684782608696,
2023-02-25 17:00:00,10.0971153846154,161.546730769231,,18.5440384615385,12.9309615384615,
2023-02-25 18:00:00,10.7118181818182,158.804727272727,,18.4596363636364,12.9370909090909,
2023-02-25 19:00:00,9.25666666666667,168.795882352941,,20.8972549019608,13.3345098039216,
2023-02-25 20:00:00,9.73586206896552,177.494137931034,,21.2024137931035,13.6077586206897,
2023-02-25 21:00:00,9.62327272727273,173.487090909091,,20.8036363636364,14.0974545454545,
2023-02-25 22:00:00,10.0686440677966,169.092033898305,,21.1374576271186,13.5106779661017,
2023-02-25 23:00:00,10.8147058823529,164.376666666667,,20.0150980392157,14.3194117647059,
2023-02-26 00:00:00,8.922,168.354666666667,,20.388,13.3266666666667,
2023-02-26 01:00:00,8.85052631578948,172.833859649123,,20.3840350877193,14.3735087719298,
2023-02-26 02:00:00,11.541724137931,185.942068965517,,19.1262068965517,13.1884482758621,
2023-02-26 03:00:00,13.9952830188679,202.940754716981,,14.8303773584906,10.9822641509434,
